alpha,T,kappa,seed,p_viable_product,H_cond_product,H_weighted_product,H_recovery_product,component_estimator_note
0.4,900,all_one_diagnostic,10,1.0,8.928099596789815,8.928099596789815,8.927443652309591,H_A+H_B from basin/geometric component projections
0.4,1500,center_of_mass,10,1.0,11.524140688207357,11.524140688207357,11.524140688207357,H_A+H_B from basin/geometric component projections
0.4,1500,relative_distance,10,1.0,11.524140688207357,11.524140688207357,11.524140688207357,H_A+H_B from basin/geometric component projections
0.4,1500,joint_basin,10,1.0,11.524140688207357,11.524140688207357,11.524140688207357,H_A+H_B from basin/geometric component projections
0.4,1500,basin_transition_profile,10,1.0,11.524140688207357,11.524140688207357,11.524140688207357,H_A+H_B from basin/geometric component projections
0.4,1500,boundary_v2_regime_sequence,10,1.0,11.524140688207357,11.524140688207357,11.524140688207357,H_A+H_B from basin/geometric component projections
0.4,1500,random_kappa_matched,10,1.0,11.524140688207357,11.524140688207357,11.524140688207357,H_A+H_B from basin/geometric component projections
0.4,1500,identity_like_diagnostic,10,1.0,11.524140688207357,11.524140688207357,11.524140688207357,H_A+H_B from basin/geometric component projections
0.4,1500,all_one_diagnostic,10,1.0,11.524140688207357,11.524140688207357,11.524140688207357,H_A+H_B from basin/geometric component projections
0.4,2400,center_of_mass,10,1.0,14.297442872861819,14.297442872861819,14.297442872861819,H_A+H_B from basin/geometric component projections
0.4,2400,relative_distance,10,1.0,14.297442872861819,14.297442872861819,14.297442872861819,H_A+H_B from basin/geometric component projections
0.4,2400,joint_basin,10,1.0,14.297442872861819,14.297442872861819,14.297442872861819,H_A+H_B from basin/geometric component projections
0.4,2400,basin_transition_profile,10,1.0,14.297442872861819,14.297442872861819,14.297442872861819,H_A+H_B from basin/geometric component projections
0.4,2400,boundary_v2_regime_sequence,10,1.0,14.297442872861819,14.297442872861819,14.297442872861819,H_A+H_B from basin/geometric component projections
0.4,2400,random_kappa_matched,10,1.0,14.297442872861819,14.297442872861819,14.297442872861819,H_A+H_B from basin/geometric component projections
0.4,2400,identity_like_diagnostic,10,1.0,14.297442872861819,14.297442872861819,14.297442872861819,H_A+H_B from basin/geometric component projections
0.4,2400,all_one_diagnostic,10,1.0,14.297442872861819,14.297442872861819,14.297442872861819,H_A+H_B from basin/geometric component projections
0.4,3600,center_of_mass,10,1.0,16.787996102757813,16.787996102757813,16.787996102757813,H_A+H_B from basin/geometric component projections
0.4,3600,relative_distance,10,1.0,16.787996102757813,16.787996102757813,16.787996102757813,H_A+H_B from basin/geometric component projections
0.4,3600,joint_basin,10,1.0,16.787996102757813,16.787996102757813,16.787996102757813,H_A+H_B from basin/geometric component projections
0.4,3600,basin_transition_profile,10,1.0,16.787996102757813,16.787996102757813,16.787996102757813,H_A+H_B from basin/geometric component projections
0.4,3600,boundary_v2_regime_sequence,10,1.0,16.787996102757813,16.787996102757813,16.787996102757813,H_A+H_B from basin/geometric component projections
0.4,3600,random_kappa_matched,10,1.0,16.787996102757813,16.787996102757813,16.787996102757813,H_A+H_B from basin/geometric component projections
0.4,3600,identity_like_diagnostic,10,1.0,16.787996102757813,16.787996102757813,16.787996102757813,H_A+H_B from basin/geometric component projections
